EmployeeID,FullName,Age,Gender,Department,Designation,EducationQualification,MonthlySalary,DateOfJoining,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,MaritalStatus,PreviousCompanies,DistanceFromHome,LeavesTaken,City,LeftCompany
EMP20232189,Sara Sarkar,45,Other,Admin,Software Engineer,BA,65217,3/27/2016,9,5,5,32,No,2,1,Single,5,47.8,25,Delhi,Yes
EMP20232190,Aarna Chaudhry,51,Other,Sales,Software Engineer,Diploma,100432,6/25/2016,9,4,4,11,No,3,3,Single,4,30.8,29,Pune,Yes
EMP20232191,Prerak Ghose,39,Female,HR,Accounts Officer,B.Tech,39230,4/6/2024,1,0,3,7,No,4,1,Married,2,31.6,3,Chennai,No
EMP20232192,Piya Tiwari,44,Male,Admin,Sales Associate,Diploma,87074,3/3/2020,5,0,4,31,Yes,4,3,Divorced,3,19.1,8,Mumbai,No
EMP20232193,Raghav Boase,31,Other,Admin,Office Assistant,B.Tech,69462,4/4/2019,6,5,2,27,No,3,1,Married,3,16.9,14,Kolkata,Yes
EMP20232194,Eshani Gade,37,Female,IT,HR Executive,MBA,88910,12/21/2020,5,2,4,21,No,2,3,Divorced,2,5.5,11,Mumbai,No
EMP20232195,Abram Sethi,32,Other,Sales,Office Assistant,MBA,41656,4/18/2024,1,0,3,52,Yes,4,2,Married,2,33.6,29,Mumbai,No
EMP20232196,Vihaan Goswami,54,Male,Admin,Office Assistant,B.Tech,93701,12/6/2015,10,10,4,21,Yes,2,2,Divorced,1,3.9,27,Hyderabad,No
EMP20232197,Ivana Gole,44,Male,HR,Accounts Officer,BA,44094,2/9/2019,6,2,4,40,Yes,4,2,Single,3,34.9,28,Hyderabad,No
EMP20232198,Hrishita Karnik,43,Other,Admin,Sales Associate,Diploma,37574,5/27/2024,1,1,5,31,Yes,1,4,Married,0,21.8,6,Mumbai,No
EMP20232199,Fateh Sane,27,Other,IT,Software Engineer,Diploma,71739,5/8/2019,6,3,2,1,No,3,2,Single,5,35,22,Kolkata,Yes
EMP20232200,Ranbir Issac,33,Female,Admin,Sales Associate,BA,35040,1/25/2018,7,4,2,19,No,4,3,Married,1,12.6,28,Chennai,No
EMP20232201,Miraan Bal,36,Male,Sales,Office Assistant,M.Com,103210,7/12/2016,9,9,5,42,Yes,5,3,Single,1,25.8,21,Kolkata,No
EMP20232202,Tushar Iyengar,27,Male,Accounts,Accounts Officer,Diploma,112298,9/28/2016,9,4,4,52,No,4,2,Single,3,28.4,24,Bengaluru,No
EMP20232203,Nishith Chad,53,Female,IT,HR Executive,BA,45805,4/23/2017,8,0,5,53,Yes,4,2,Single,1,15.2,19,Hyderabad,Yes
EMP20232204,Pihu Chahal,40,Female,HR,Office Assistant,M.Com,16454,1/18/2020,5,3,1,11,Yes,4,1,Divorced,3,39.3,12,Delhi,Yes
EMP20232205,Nitara Tak,47,Male,Accounts,Sales Associate,MBA,117798,11/1/2022,3,0,3,54,Yes,4,3,Married,2,21,23,Pune,No
EMP20232206,Vaibhav Gola,51,Other,Admin,Office Assistant,BA,32298,7/8/2023,2,1,1,38,Yes,3,3,Single,4,25,15,Kolkata,No
EMP20232207,Aaina Lall,28,Other,HR,Office Assistant,Diploma,34910,7/25/2015,10,6,4,59,No,4,1,Divorced,0,17.9,2,Pune,No
EMP20232208,Kimaya Deol,30,Other,Admin,Office Assistant,MBA,83091,4/4/2023,2,0,4,57,Yes,1,4,Married,2,45.4,3,Chennai,No
EMP20232209,Hiran Vaidya,23,Other,HR,Accounts Officer,MBA,119301,1/5/2022,3,1,4,44,Yes,1,4,Married,0,11,7,Pune,Yes
EMP20232210,Saanvi Warrior,31,Male,HR,Sales Associate,Diploma,82769,6/6/2022,3,1,5,27,Yes,3,2,Single,0,30.9,3,Hyderabad,No
EMP20232211,Ira Ramesh,43,Other,Admin,Software Engineer,Diploma,32363,10/11/2022,3,3,1,8,Yes,1,4,Single,5,45.4,30,Pune,Yes
EMP20232212,Alia Arya,29,Female,Admin,Office Assistant,BA,31751,6/11/2022,3,3,2,60,Yes,3,2,Single,5,39.7,15,Mumbai,Yes
EMP20232213,Lagan Sethi,23,Female,IT,Office Assistant,MBA,98617,8/26/2018,7,7,2,57,Yes,5,4,Single,2,27.9,16,Hyderabad,No
EMP20232214,Ehsaan Gokhale,33,Other,Accounts,Accounts Officer,BA,51697,7/22/2017,8,5,3,31,Yes,5,3,Married,2,25.5,23,Bengaluru,No
EMP20232215,Shayak Ramakrishnan,44,Female,Accounts,Software Engineer,M.Com,101572,6/10/2017,8,5,2,44,No,4,4,Married,0,25.5,28,Bengaluru,No
EMP20232216,Riya Master,60,Male,IT,Sales Associate,BA,46555,10/7/2019,6,0,1,43,Yes,1,3,Married,0,42.4,21,Hyderabad,Yes
EMP20232217,Vedika Mahajan,57,Other,Accounts,HR Executive,BA,23746,2/23/2017,8,5,1,26,Yes,4,3,Single,0,28.1,10,Mumbai,No
EMP20232218,Khushi Dugar,28,Other,HR,Accounts Officer,B.Tech,66905,9/14/2016,9,5,2,50,No,3,4,Married,3,10.8,24,Mumbai,No
EMP20232219,Anika Rao,46,Male,IT,Office Assistant,MBA,106910,8/28/2015,10,3,5,59,Yes,2,3,Married,3,21.8,26,Hyderabad,No
EMP20232220,Myra Bose,48,Male,HR,Accounts Officer,Diploma,39430,8/8/2018,7,4,1,23,Yes,5,2,Divorced,5,41.4,30,Hyderabad,No
EMP20232221,Shray Gour,53,Other,Sales,Office Assistant,Diploma,87723,10/25/2017,8,4,2,35,Yes,2,4,Divorced,3,10.2,22,Kolkata,Yes
EMP20232222,Yuvraj  Ramakrishnan,30,Other,IT,Office Assistant,B.Tech,46764,12/3/2017,8,1,5,8,Yes,4,3,Divorced,1,34.1,3,Hyderabad,Yes
EMP20232223,Mamooty Upadhyay,38,Female,IT,HR Executive,B.Tech,39397,4/7/2023,2,2,2,3,No,1,2,Married,3,11.2,15,Hyderabad,Yes
EMP20232224,Samar Shetty,39,Male,IT,HR Executive,BA,97259,12/8/2021,4,3,4,48,No,2,1,Married,5,17.2,9,Mumbai,No
EMP20232225,Gokul Rout,44,Male,Admin,Accounts Officer,M.Com,33868,12/6/2018,7,6,3,11,No,4,1,Single,0,41.3,5,Kolkata,No
EMP20232226,Mannat Banik,27,Male,Accounts,Sales Associate,B.Tech,70493,3/12/2016,9,6,3,36,Yes,4,1,Divorced,5,8.7,21,Hyderabad,Yes
EMP20232227,Shray Rajan,34,Female,HR,Software Engineer,Diploma,80943,7/27/2016,9,3,2,40,Yes,3,4,Married,0,26.1,11,Pune,No
EMP20232228,Yashvi Wali,59,Female,Admin,HR Executive,M.Com,94046,7/17/2015,10,9,1,60,No,3,3,Married,3,45.1,10,Delhi,No
EMP20232229,Nitya Tata,47,Female,Accounts,Software Engineer,BA,112964,8/11/2021,4,1,1,33,Yes,1,1,Divorced,3,29.2,10,Delhi,Yes
EMP20232230,Adah Jain,47,Other,IT,HR Executive,BA,15428,6/24/2018,7,0,4,24,Yes,5,2,Single,4,8.7,21,Pune,No
EMP20232231,Prerak Dalal,26,Male,Accounts,HR Executive,B.Tech,80115,3/28/2019,6,5,3,3,No,4,1,Single,2,34.3,28,Kolkata,No
EMP20232232,Ojas Mahal,29,Other,Admin,Sales Associate,Diploma,20508,5/22/2021,4,4,4,0,Yes,5,4,Single,5,44.8,19,Pune,No
EMP20232233,Priyansh Butala,38,Male,HR,Software Engineer,BA,54301,1/14/2021,4,1,5,1,No,2,4,Divorced,3,31,3,Kolkata,No
EMP20232234,Gatik Loke,46,Other,Accounts,Sales Associate,B.Tech,70309,5/6/2024,1,0,1,27,Yes,2,2,Married,5,19.7,30,Delhi,No
EMP20232235,Prerak Deo,30,Other,Accounts,HR Executive,MBA,66169,11/16/2020,5,1,5,30,Yes,1,2,Divorced,1,4.7,25,Chennai,No
EMP20232236,Jayesh Dash,34,Male,IT,Office Assistant,Diploma,72000,10/11/2017,8,6,4,38,Yes,5,3,Single,1,19.4,13,Bengaluru,No
EMP20232237,Manikya Bhakta,36,Female,IT,Software Engineer,B.Tech,28160,2/8/2023,2,1,5,3,Yes,1,4,Divorced,3,15.3,3,Pune,No
EMP20232238,Shalv Venkataraman,27,Female,Sales,Accounts Officer,MBA,62732,10/23/2016,9,8,2,5,Yes,2,1,Single,1,35.9,26,Chennai,No
EMP20232239,Ela Chauhan,46,Other,Accounts,Sales Associate,BA,97361,12/7/2016,9,9,3,36,Yes,3,4,Single,4,10.9,16,Pune,No
EMP20232240,Riya Boase,40,Female,Admin,Software Engineer,M.Com,76971,5/8/2017,8,4,2,54,No,2,3,Divorced,5,13.7,1,Mumbai,Yes
EMP20232241,Eshani Agrawal,22,Other,HR,Sales Associate,B.Tech,45286,1/8/2024,1,0,2,40,No,3,1,Single,5,18.8,24,Chennai,No
EMP20232242,Reyansh Basak,25,Other,IT,Accounts Officer,M.Com,58843,4/13/2019,6,1,4,52,No,3,3,Single,1,22.6,16,Hyderabad,No
EMP20232243,Anvi Tandon,42,Female,Admin,Sales Associate,Diploma,67851,3/18/2023,2,2,4,55,No,3,3,Divorced,2,12.1,8,Mumbai,No
EMP20232244,Shray Handa,29,Female,Admin,Accounts Officer,BA,117818,8/18/2021,4,1,2,52,Yes,1,1,Single,1,23.6,10,Bengaluru,Yes
EMP20232245,Nehmat Bhatt,35,Female,Admin,Sales Associate,MBA,37599,9/6/2020,5,4,3,23,Yes,3,4,Single,5,21.5,26,Delhi,No
EMP20232246,Hazel Datta,45,Female,HR,Sales Associate,Diploma,53558,11/17/2017,8,4,1,27,No,2,4,Married,1,38.4,16,Kolkata,Yes
EMP20232247,Divyansh Mall,44,Male,Accounts,HR Executive,M.Com,78550,8/1/2018,7,5,3,9,Yes,4,2,Married,5,42,4,Hyderabad,No
EMP20232248,Yashvi Varty,31,Male,HR,Office Assistant,BA,86827,2/24/2020,5,5,5,6,Yes,3,2,Married,1,38.4,18,Hyderabad,Yes
EMP20232249,Renee Sahota,51,Male,HR,Accounts Officer,Diploma,119277,4/7/2022,3,2,2,47,No,4,4,Single,3,37.7,20,Kolkata,Yes
EMP20232250,Badal Savant,52,Female,IT,Software Engineer,M.Com,54898,1/29/2019,6,0,5,49,No,5,4,Divorced,2,24.9,26,Hyderabad,No
EMP20232251,Biju Sagar,25,Other,Sales,HR Executive,M.Com,66302,11/11/2021,4,0,1,7,No,3,4,Married,0,31,18,Chennai,Yes
EMP20232252,Vritika Rastogi,30,Other,Sales,Accounts Officer,M.Com,26699,8/15/2022,3,3,3,50,No,1,2,Divorced,4,37.3,16,Delhi,Yes
EMP20232253,Advika Khurana,48,Female,IT,Office Assistant,MBA,21099,5/26/2019,6,4,3,34,Yes,3,1,Single,1,5.1,28,Hyderabad,Yes
EMP20232254,Vritika Madan,46,Other,Sales,Accounts Officer,Diploma,88676,10/5/2022,3,1,1,14,No,1,2,Single,4,1.8,11,Delhi,Yes
EMP20232255,Shanaya Ahuja,52,Female,HR,Accounts Officer,M.Com,101524,4/1/2018,7,7,2,8,Yes,4,4,Divorced,2,17.4,22,Chennai,No
EMP20232256,Badal Iyengar,50,Male,Sales,HR Executive,M.Com,90073,10/5/2017,8,1,2,55,Yes,2,3,Married,2,45.2,13,Hyderabad,Yes
EMP20232257,Anahita Chadha,33,Female,Accounts,HR Executive,B.Tech,33636,6/5/2018,7,2,5,23,No,5,4,Divorced,0,6.9,21,Mumbai,No
EMP20232258,Prisha Karan,36,Other,Admin,Software Engineer,M.Com,72080,4/22/2024,1,1,5,29,No,3,4,Married,2,37.2,1,Pune,Yes
EMP20232259,Yashvi Grewal,28,Male,Accounts,Sales Associate,M.Com,23374,3/20/2019,6,0,2,3,Yes,3,4,Divorced,1,30.4,8,Hyderabad,No
EMP20232260,Ryan Vaidya,46,Male,Accounts,HR Executive,Diploma,108957,9/12/2020,5,0,3,18,Yes,1,2,Single,4,27.2,10,Delhi,No
EMP20232261,Damini Korpal,22,Female,Admin,Office Assistant,BA,114237,12/8/2020,5,1,2,6,No,5,1,Married,3,27,2,Kolkata,Yes
EMP20232262,Umang Gour,36,Other,IT,Office Assistant,MBA,93074,10/8/2018,7,5,3,10,No,3,2,Divorced,2,5.2,3,Mumbai,No
EMP20232263,Faiyaz Dugar,39,Other,Accounts,Sales Associate,M.Com,54408,9/30/2021,4,3,3,53,No,1,1,Married,5,27.9,8,Mumbai,No
EMP20232264,Parinaaz Savant,30,Male,HR,Sales Associate,B.Tech,22445,11/6/2017,8,3,1,55,Yes,2,1,Single,0,27.4,29,Mumbai,Yes
EMP20232265,Dhanush Swaminathan,28,Female,Sales,Software Engineer,MBA,55645,10/3/2021,4,2,3,9,Yes,1,4,Married,4,11.2,1,Bengaluru,No
EMP20232266,Elakshi Bakshi,44,Male,Admin,Office Assistant,B.Tech,53869,10/3/2018,7,0,5,18,Yes,5,4,Married,2,13.5,14,Pune,No
EMP20232267,Nirvi Walla,33,Female,HR,Software Engineer,MBA,98632,12/11/2023,2,0,3,8,No,2,2,Married,4,2.9,27,Hyderabad,No
EMP20232268,Tanya Sandhu,44,Female,Admin,Software Engineer,B.Tech,67781,5/30/2020,5,0,1,19,No,2,4,Single,5,12,3,Delhi,Yes
EMP20232269,Inaaya  Verma,56,Female,HR,Sales Associate,BA,89513,2/18/2023,2,2,2,42,No,1,3,Single,2,26.9,10,Kolkata,No
EMP20232270,Nishith Savant,59,Other,Accounts,Software Engineer,BA,88827,7/16/2022,3,3,1,58,No,1,1,Divorced,1,18,5,Mumbai,Yes
EMP20232271,Anay Gera,47,Other,IT,Office Assistant,Diploma,114270,3/11/2019,6,0,2,20,Yes,1,2,Divorced,1,23.6,21,Chennai,Yes
EMP20232272,Hazel Dugar,58,Female,HR,Accounts Officer,MBA,17081,12/2/2020,5,0,4,47,No,4,3,Married,1,49.3,28,Hyderabad,No
EMP20232273,Neelofar Bera,34,Other,IT,Office Assistant,BA,51357,1/26/2017,8,3,5,47,No,5,2,Married,1,38.5,27,Bengaluru,Yes
EMP20232274,Urvi Gopal,37,Other,Admin,Office Assistant,MBA,61607,12/14/2016,9,9,4,59,No,2,2,Divorced,1,37.5,23,Chennai,Yes
EMP20232275,Miraan Ganguly,38,Female,IT,Accounts Officer,MBA,106488,6/12/2015,10,5,3,9,No,1,4,Married,2,32.2,8,Delhi,No
EMP20232276,Advik Thaman,54,Female,HR,HR Executive,MBA,33879,3/31/2020,5,2,2,42,Yes,1,3,Divorced,4,28,14,Hyderabad,Yes
EMP20232277,Zara Kohli,58,Female,IT,Sales Associate,MBA,60573,2/18/2024,1,1,5,17,No,4,4,Married,2,3.5,23,Chennai,No
EMP20232278,Advik Lalla,27,Female,Admin,Sales Associate,BA,100866,5/19/2020,5,1,3,55,Yes,1,3,Single,0,29.9,18,Bengaluru,Yes
EMP20232279,Heer Edwin,22,Other,IT,Software Engineer,B.Tech,69869,8/1/2019,6,5,5,39,No,2,4,Single,5,31.5,0,Hyderabad,No
EMP20232280,Suhana Dhar,59,Other,IT,HR Executive,Diploma,32076,12/31/2022,3,0,5,14,No,1,3,Married,5,34.4,14,Kolkata,No
EMP20232281,Lagan Vyas,60,Male,IT,HR Executive,Diploma,26053,3/15/2023,2,2,1,11,No,5,2,Divorced,1,24.4,28,Kolkata,No
EMP20232282,Devansh Atwal,43,Female,IT,Accounts Officer,Diploma,22498,11/23/2018,7,5,4,50,No,3,3,Divorced,5,1.8,23,Pune,No
EMP20232283,Vedika Sabharwal,52,Female,IT,HR Executive,MBA,16797,3/10/2016,9,8,3,41,Yes,1,3,Married,1,17.2,7,Delhi,No
EMP20232284,Bhamini Comar,25,Female,Accounts,Office Assistant,M.Com,23191,10/6/2020,5,3,3,13,Yes,3,2,Single,2,38.8,5,Hyderabad,Yes
EMP20232285,Indrans Majumdar,55,Other,Accounts,Office Assistant,BA,42953,4/20/2023,2,0,5,5,No,1,4,Single,5,5.9,26,Pune,No
EMP20232286,Rati Deshmukh,42,Male,HR,HR Executive,Diploma,35610,6/11/2016,9,4,1,54,Yes,3,4,Divorced,4,38.3,2,Kolkata,No
EMP20232287,Dharmajan Loke,25,Other,IT,Office Assistant,Diploma,85500,3/22/2018,7,4,5,27,No,4,1,Married,1,22.4,24,Pune,Yes
EMP20232288,Anika Gour,48,Male,Admin,Software Engineer,M.Com,47202,2/27/2023,2,0,4,31,No,5,3,Divorced,2,43.4,5,Bengaluru,No
EMP20232289,Adah Zachariah,26,Female,Sales,HR Executive,B.Tech,54129,6/3/2016,9,2,5,15,Yes,2,1,Divorced,1,26.6,6,Kolkata,No
EMP20232290,Kashvi Lad,57,Female,IT,Office Assistant,Diploma,114621,10/28/2021,4,1,3,5,No,3,1,Married,5,20.1,16,Mumbai,No
EMP20232291,Kimaya Joshi,42,Male,IT,Office Assistant,MBA,68036,1/15/2019,6,6,3,36,No,4,2,Married,0,39.3,4,Mumbai,No
EMP20232292,Madhup Sethi,45,Female,Sales,HR Executive,Diploma,82889,2/24/2022,3,1,3,15,Yes,3,4,Divorced,2,5.7,4,Mumbai,No
EMP20232293,Emir Divan,52,Other,Sales,Software Engineer,BA,61400,5/3/2016,9,3,3,49,No,2,3,Divorced,0,27.9,27,Chennai,No
EMP20232294,Neysa Lad,56,Male,IT,Office Assistant,MBA,89795,10/3/2018,7,0,4,35,No,2,2,Single,4,44.4,17,Bengaluru,No
EMP20232295,Prisha D’Alia,44,Female,IT,Office Assistant,Diploma,98108,6/27/2016,9,7,3,4,Yes,1,1,Single,4,21.6,26,Bengaluru,Yes
EMP20232296,Himmat Issac,35,Female,Accounts,Accounts Officer,BA,98632,2/19/2023,2,2,1,54,No,2,3,Married,5,24.3,27,Delhi,Yes
EMP20232297,Jivin Khanna,28,Male,HR,Sales Associate,Diploma,41210,3/8/2018,7,1,2,20,Yes,2,4,Married,1,22.7,6,Pune,Yes
EMP20232298,Eva Rattan,38,Female,Accounts,HR Executive,BA,86455,10/18/2015,10,3,2,6,Yes,2,1,Married,0,8.3,30,Mumbai,Yes
EMP20232299,Vihaan Gala,37,Other,Accounts,Accounts Officer,B.Tech,80913,3/25/2018,7,0,4,46,No,3,4,Married,5,36.6,18,Chennai,No
EMP20232300,Anay Rajagopalan,35,Male,IT,Accounts Officer,BA,72032,7/5/2016,9,0,3,28,Yes,4,2,Single,5,22.4,12,Mumbai,No
EMP20232301,Neelofar Sankar,56,Female,Admin,Accounts Officer,B.Tech,95761,3/8/2017,8,5,1,12,No,3,1,Single,5,31.9,8,Kolkata,Yes
EMP20232302,Zaina Balasubramanian,38,Male,Admin,HR Executive,M.Com,39392,10/24/2016,9,3,5,31,No,3,2,Divorced,1,28.4,20,Pune,No
EMP20232303,Lagan Madan,44,Other,HR,Software Engineer,MBA,16843,10/1/2017,8,3,3,6,No,1,2,Married,4,43.1,14,Mumbai,No
EMP20232304,Samarth Kale,56,Male,Accounts,Software Engineer,Diploma,74986,11/17/2018,7,5,4,5,Yes,2,3,Divorced,2,13.2,7,Kolkata,No
EMP20232305,Vardaniya Rajan,31,Male,Sales,Office Assistant,M.Com,68742,6/12/2018,7,4,2,9,No,2,2,Divorced,5,16.7,29,Pune,Yes
EMP20232306,Gokul Yadav,50,Male,Sales,Sales Associate,M.Com,78050,2/2/2024,1,1,2,1,No,5,3,Divorced,4,3.8,18,Delhi,Yes
EMP20232307,Rania Chandran,44,Male,Sales,Software Engineer,B.Tech,90436,1/21/2022,3,2,4,26,No,4,4,Single,5,36.8,8,Mumbai,No
EMP20232308,Devansh Bhardwaj,30,Female,HR,Office Assistant,M.Com,118100,9/27/2021,4,2,5,21,No,3,1,Single,5,48.7,9,Mumbai,No
EMP20232309,Gatik Varughese,49,Female,Admin,Accounts Officer,MBA,75978,1/14/2021,4,3,2,54,No,5,2,Married,5,28.6,18,Delhi,No
EMP20232310,Madhup Thakur,48,Female,Admin,Office Assistant,Diploma,67997,10/18/2023,2,0,1,35,Yes,4,3,Single,0,45,27,Hyderabad,No
EMP20232311,Siya Ganesan,50,Female,IT,HR Executive,BA,107120,7/30/2022,3,2,3,5,No,3,4,Divorced,0,11.7,3,Pune,No
EMP20232312,Suhana Buch,39,Other,Admin,Accounts Officer,M.Com,53910,6/29/2023,2,1,5,7,No,5,4,Single,4,32.8,29,Bengaluru,Yes
EMP20232313,Damini Dixit,27,Female,Sales,Office Assistant,BA,104666,1/27/2016,9,6,4,55,Yes,1,4,Single,4,49.6,2,Mumbai,No
EMP20232314,Akarsh Raju,33,Other,HR,Office Assistant,Diploma,89975,4/15/2019,6,5,2,54,Yes,5,2,Divorced,2,16.4,3,Bengaluru,No
EMP20232315,Darshit Kapur,53,Other,Sales,Office Assistant,Diploma,18003,3/14/2023,2,2,5,45,Yes,2,1,Divorced,0,18.5,29,Kolkata,Yes
EMP20232316,Samiha Dewan,24,Male,Sales,Accounts Officer,M.Com,36844,11/14/2022,3,2,5,56,Yes,2,3,Married,0,4.4,24,Mumbai,No
EMP20232317,Azad Banik,38,Female,Accounts,Accounts Officer,Diploma,37385,1/2/2022,3,3,3,6,No,3,1,Married,0,9.1,2,Pune,No
EMP20232318,Purab Sundaram,43,Female,Sales,HR Executive,Diploma,86111,7/3/2015,10,5,1,18,No,3,3,Married,0,9.9,22,Hyderabad,No
EMP20232319,Indrajit Bhandari,39,Female,Sales,Office Assistant,B.Tech,69502,9/10/2015,10,3,4,55,No,2,4,Married,3,25.5,27,Chennai,No
EMP20232320,Aaina Sule,54,Female,HR,Software Engineer,M.Com,40097,12/9/2020,5,2,2,52,No,4,3,Married,2,49.6,23,Chennai,No
EMP20232321,Tiya Wable,40,Other,HR,Office Assistant,MBA,30655,11/18/2016,9,4,4,45,No,5,3,Single,0,9,25,Mumbai,No
EMP20232322,Shanaya Chhabra,60,Male,IT,Software Engineer,Diploma,116976,11/24/2018,7,6,1,2,No,5,3,Single,0,39.6,9,Hyderabad,No
EMP20232323,Raunak Varughese,25,Female,HR,Office Assistant,M.Com,43352,12/4/2017,8,3,4,50,Yes,4,3,Single,2,2.3,18,Kolkata,No
EMP20232324,Urvi Vig,24,Other,Admin,Sales Associate,B.Tech,74808,3/23/2017,8,4,2,6,Yes,5,1,Married,5,27,27,Kolkata,No
EMP20232325,Stuvan Gera,53,Other,Sales,Software Engineer,Diploma,102202,2/1/2017,8,4,1,11,Yes,1,2,Divorced,1,48.4,11,Hyderabad,Yes
EMP20232326,Ela Iyengar,37,Female,Sales,Sales Associate,BA,54026,11/28/2016,9,8,2,0,Yes,1,2,Single,1,5.6,30,Delhi,Yes
EMP20232327,Reyansh Kari,31,Other,HR,Office Assistant,M.Com,71913,11/8/2021,4,2,5,59,No,2,1,Divorced,3,45.9,17,Delhi,No
EMP20232328,Adah Ravi,53,Male,Sales,Software Engineer,Diploma,58609,7/1/2020,5,3,3,24,No,2,4,Married,5,14.3,27,Hyderabad,No
EMP20232329,Lakshit Luthra,57,Other,Sales,Office Assistant,Diploma,92758,3/25/2019,6,1,3,17,Yes,2,3,Single,0,18.3,26,Hyderabad,No
EMP20232330,Rhea Biswas,29,Male,Sales,Sales Associate,B.Tech,101480,5/25/2023,2,0,2,10,Yes,1,1,Single,5,19.7,29,Chennai,Yes
EMP20232331,Inaaya  Gandhi,37,Other,Accounts,Office Assistant,Diploma,104913,12/26/2019,6,1,5,5,Yes,4,4,Divorced,5,15.8,10,Pune,No
EMP20232332,Sana Apte,23,Female,Admin,Office Assistant,BA,65829,4/9/2020,5,3,5,34,No,5,3,Divorced,5,19,16,Delhi,No
EMP20232333,Mannat Doctor,25,Male,Sales,HR Executive,BA,87523,4/11/2018,7,2,1,44,Yes,4,2,Divorced,0,49.4,20,Chennai,No
EMP20232334,Eshani Luthra,50,Other,IT,Office Assistant,MBA,23328,12/23/2018,7,2,3,42,No,5,1,Married,0,23.3,4,Hyderabad,No
EMP20232335,Nakul Edwin,29,Other,Accounts,Accounts Officer,BA,113539,6/29/2020,5,4,2,36,Yes,5,1,Divorced,1,18.6,21,Pune,Yes
EMP20232336,Charvi Dey,25,Male,Sales,Sales Associate,M.Com,100071,8/21/2017,8,0,3,41,No,3,1,Married,0,5.7,30,Delhi,No
EMP20232337,Zoya Chaudhuri,45,Female,Admin,Accounts Officer,BA,62105,8/12/2018,7,1,3,21,No,5,3,Single,0,20.9,10,Delhi,No
EMP20232338,Romil Gopal,52,Male,Admin,HR Executive,M.Com,23574,10/23/2018,7,4,1,46,No,1,3,Single,5,13.3,17,Pune,Yes
EMP20232339,Kanav Kaul,54,Male,Accounts,HR Executive,MBA,64559,8/31/2016,9,9,5,12,No,2,3,Divorced,3,1.8,17,Bengaluru,No
EMP20232340,Aarush Yohannan,54,Female,HR,Office Assistant,Diploma,21251,9/9/2019,6,6,4,35,Yes,4,3,Single,3,35.9,12,Mumbai,Yes
EMP20232341,Shlok Khosla,40,Male,Admin,Office Assistant,Diploma,81272,2/1/2021,4,0,1,13,Yes,5,1,Single,2,26.9,2,Delhi,Yes
EMP20232342,Arhaan Badami,27,Female,IT,Sales Associate,MBA,64687,9/17/2019,6,5,2,41,Yes,4,3,Divorced,1,23.4,6,Pune,No
EMP20232343,Chirag Chopra,22,Female,Sales,Sales Associate,MBA,58242,2/22/2016,9,2,4,50,No,5,1,Divorced,1,4.6,13,Pune,No
EMP20232344,Trisha Bal,58,Female,Accounts,Software Engineer,M.Com,31630,8/15/2017,8,1,2,32,Yes,4,3,Married,2,45.2,21,Chennai,Yes
EMP20232345,Anahita Dyal,25,Other,IT,Accounts Officer,M.Com,41748,12/14/2020,5,5,3,15,Yes,2,4,Single,4,13.2,12,Chennai,No
EMP20232346,Ira Sani,34,Male,Sales,HR Executive,MBA,56304,8/23/2019,6,5,1,4,No,2,2,Single,1,23,10,Hyderabad,Yes
EMP20232347,Taimur Varughese,24,Male,IT,Accounts Officer,BA,62004,2/23/2023,2,0,3,58,No,3,2,Married,4,29.3,13,Chennai,No
EMP20232348,Lavanya Bhatia,26,Other,Accounts,Accounts Officer,M.Com,30339,4/22/2022,3,0,1,32,No,4,1,Divorced,0,23,14,Hyderabad,No
EMP20232349,Devansh Varghese,52,Male,HR,Software Engineer,BA,112144,11/2/2022,3,2,5,14,No,2,3,Single,3,21.1,27,Chennai,No
EMP20232350,Nishith Dasgupta,49,Male,HR,Office Assistant,MBA,52171,4/15/2023,2,0,3,58,No,4,3,Divorced,2,49.9,28,Delhi,Yes
EMP20232351,Taran Mane,44,Other,Admin,Accounts Officer,MBA,89253,12/1/2022,3,1,4,30,No,1,4,Single,4,18,30,Hyderabad,No
EMP20232352,Hazel Balasubramanian,59,Female,HR,Office Assistant,MBA,50988,8/18/2022,3,2,1,59,Yes,3,3,Divorced,3,7.2,21,Chennai,No
EMP20232353,Fateh Sathe,54,Male,Accounts,Office Assistant,MBA,95614,3/23/2021,4,4,4,25,No,1,2,Divorced,2,4.9,0,Chennai,Yes
EMP20232354,Ritvik Kamdar,60,Female,Sales,Sales Associate,MBA,102274,2/28/2023,2,1,4,53,No,5,4,Single,1,30.1,27,Kolkata,Yes
EMP20232355,Samaira Sangha,60,Other,HR,Accounts Officer,M.Com,94158,9/6/2015,10,8,2,41,Yes,1,1,Single,0,45.1,8,Delhi,Yes
EMP20232356,Bhavin Guha,42,Male,Admin,Accounts Officer,MBA,102676,9/7/2017,8,4,2,12,Yes,4,2,Single,3,37.2,26,Kolkata,No
EMP20232357,Drishya Gara,48,Male,IT,HR Executive,M.Com,37144,10/17/2020,5,3,1,24,Yes,2,2,Married,0,1.4,15,Bengaluru,Yes
EMP20232358,Reyansh Kumer,38,Other,HR,Office Assistant,MBA,106612,12/13/2016,9,5,2,13,Yes,1,2,Divorced,0,23.7,10,Chennai,Yes
